,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.6_5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,1_Q5.2,2_Q5.2,3_Q5.2,4_Q5.2,5_Q5.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,investExtra1,profile1b,profile2b,profile3b,profile4b,profile5b,profile1a,profile2a,profile3a,profile4a,profile5a,seed1,seed2,seed3,seed4,seed5,minutes,Q6.9_agg
248,28/06/2023 19:32,28/06/2023 19:43,IP Address,100,673,TRUE,28/06/2023 19:43,R_2a9qVHOPk26UE5e,email,EN,Consent to participate in this short survey,Senior Faculty,University,Germany,German,4,9,7,9,NA,NA,No,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile B,Profile B,Profile A,Profile B,4,5,1,3,6,2,7,NA,"500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,465102448,183703217,400750585,199519031,106792433,11.21666667,Woman
249,21/06/2023 19:50,21/06/2023 19:53,IP Address,54,181,FALSE,28/06/2023 19:53,R_1HbZ4eq0k7Nh40F,email,EN,Consent to participate in this short survey,Post Doc,University,Germany,German,2,10,7,9,NA,NA,Do not know,NA,NA,NA,No,No,No,No,Yes,Yes,Yes,No,Profile B,Profile B,Profile B,Profile B,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000 + conference participants|Council that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,1000 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",827348758,189051899,812666521,634713651,616100920,3.016666667,N/A
250,28/06/2023 20:20,28/06/2023 20:24,IP Address,100,271,TRUE,28/06/2023 20:24,R_OxUPJYFPyhK1OsV,email,EN,Consent to participate in this short survey,Junior Faculty,University,Netherlands,British,0,7,5,NA,NA,NA,Do not know,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile A,Profile B,Profile A,Profile B,Profile B,5,3,1,2,7,4,6,NA,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,82836615,459057630,731747410,487666175,540240880,4.516666667,Man
251,28/06/2023 20:42,28/06/2023 20:47,IP Address,100,342,TRUE,28/06/2023 20:48,R_3JwnugLI5Lhs49L,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,American,9,5,8,8,1,5,No,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile B,Profile A,Profile A,Profile B,4,2,1,7,6,3,5,NA,500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,665388361,170995387,81585649,203998286,931847441,5.7,Man
252,28/06/2023 21:06,28/06/2023 21:44,IP Address,100,2275,TRUE,28/06/2023 21:44,R_z6HqD1fJA11wFLb,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,British,2,6,6,NA,7,1,Do not know,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile A,Profile B,Profile A,Profile B,1,2,3,4,6,7,5,NA,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure,"500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,981752422,782376797,333322266,786163176,967872471,37.91666667,Man
253,28/06/2023 21:47,28/06/2023 22:11,IP Address,100,1422,TRUE,28/06/2023 22:11,R_1dgKUhCFOkkS7jD,email,EN,Consent to participate in this short survey,Student,University,Canada,Canadian,0,10,7,NA,NA,NA,No,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile A,Profile B,Profile B,Profile B,Profile A,3,4,1,7,5,2,6,NA,1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",458026996,319344890,233322333,462362929,565503885,23.7,Man
254,29/06/2023 02:13,29/06/2023 02:19,IP Address,100,361,TRUE,29/06/2023 02:19,R_2aavd8b4wFghhja,email,EN,Consent to participate in this short survey,Senior Faculty,University,Italy,Italian,6,8,8,NA,8,8,Do not know,NA,NA,NA,No,Yes,Yes,No,Yes,Yes,Yes,No,Profile A,Profile B,Profile B,Profile B,Profile B,5,2,1,3,4,6,7,NA,1500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,1500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",419364305,401718284,373180264,50675954,271431246,6.016666667,Man
255,29/06/2023 06:54,29/06/2023 06:58,IP Address,100,237,TRUE,29/06/2023 06:58,R_2S7gqkx804DSeVr,email,EN,Consent to participate in this short survey,Junior Faculty,University,United Kingdom,British,1,2,8,5,5,5,Yes,No,NA,No,Yes,No,No,No,Yes,No,No,No,Profile A,Profile A,Profile A,Profile A,Profile A,2,4,1,5,7,3,6,1000,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,114427353,858933555,292589646,874731137,655199598,3.95,Man
256,29/06/2023 07:03,29/06/2023 07:10,IP Address,100,411,TRUE,29/06/2023 07:10,R_2qmely8YsPhCTH6,email,EN,Consent to participate in this short survey,Researcher,Private Sector,United States,Spanish,8,6,10,10,8,7,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,Yes,No,Profile A,Profile A,Profile B,Profile A,Profile A,7,4,1,5,2,3,6,NA,1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,317197055,459279411,457416994,840901462,287545733,6.85,Man
257,29/06/2023 07:41,29/06/2023 07:48,IP Address,100,435,TRUE,29/06/2023 07:48,R_1fcSMDGJtFaT6Qw,email,EN,Consent to participate in this short survey,Post Doc,University,United Kingdom,Italian,1,8,NA,NA,NA,NA,Yes,Yes,No,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile B,Profile B,Profile A,Profile B,3,2,1,6,4,5,7,100,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,538953992,214869883,50742990,372408048,65996489,7.25,Man
258,23/06/2023 11:28,29/06/2023 07:54,IP Address,100,505566,TRUE,29/06/2023 07:54,R_2s5cTdTRrLFBGpF,email,EN,Consent to participate in this short survey,Student,University,Belgium,Dutch,0,8,6,NA,NA,NA,No,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile B,Profile A,Profile B,5,6,1,7,2,3,4,NA,500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",657086740,89343378,856706883,670955093,277621038,8426.1,Woman
259,28/06/2023 20:00,29/06/2023 09:16,IP Address,100,47739,TRUE,29/06/2023 09:16,R_1hRQO6tBSzyrBR6,email,EN,Consent to participate in this short survey,Senior Faculty,University,Italy,American,5,7,8,7,5,4,Yes,Yes,Yes,NA,Yes,Yes,No,No,Yes,No,No,No,Profile A,Profile B,Profile B,Profile A,Profile A,3,4,2,6,7,1,5,200,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,"1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",377150386,342660547,753321660,887667846,499495062,795.65,Man
260,29/06/2023 09:14,29/06/2023 09:21,IP Address,100,425,TRUE,29/06/2023 09:21,R_2fLCMABztqsxQ65,email,EN,Consent to participate in this short survey,Junior Faculty,University,United Kingdom,German,4,4,6,6,NA,4,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,Yes,No,Profile B,Profile B,Profile A,Profile A,Profile B,4,2,1,5,6,3,7,NA,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure,797828907,927405801,141976099,867663909,847349335,7.083333333,Man
261,29/06/2023 10:19,29/06/2023 10:49,IP Address,100,1827,TRUE,29/06/2023 10:49,R_2tx4JGZNVNV5aZN,email,EN,Consent to participate in this short survey,Senior Faculty,University,Denmark,Danish,5,9,9,8,1,NA,Do not know,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Profile A,Profile B,Profile B,Profile A,Profile B,7,3,1,6,5,2,4,NA,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,632342014,279245295,234753752,80642031,951870669,30.45,Woman
262,29/06/2023 10:51,29/06/2023 10:58,IP Address,100,414,TRUE,29/06/2023 10:58,R_tGxxfewIPnkT7gt,email,EN,Consent to participate in this short survey,Junior Faculty,University,Austria,German,0,8,6,6,7,5,No,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile B,Profile B,Profile A,Profile A,5,2,1,3,4,6,7,NA,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership,2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,"1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",118703979,397386478,669273687,137037125,335513772,6.9,Man
263,22/06/2023 11:53,22/06/2023 11:55,IP Address,21,87,FALSE,29/06/2023 11:55,R_3dLZT5Uj5qw8vwP,email,EN,Consent to participate in this short survey,Student,University,Germany,German,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849709955,978001153,917893639,892309066,161478862,1.45,N/A
264,29/06/2023 12:01,29/06/2023 12:18,IP Address,100,998,TRUE,29/06/2023 12:18,R_3McgSEBIWYmgzW1,email,EN,Consent to participate in this short survey,Junior Faculty,University,United Kingdom,British,2,0,4,5,2,3,No,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile B,Profile B,Profile A,Profile B,Profile B,3,2,1,6,4,5,7,NA,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,543335513,211533353,150065245,310870770,563896589,16.63333333,Man
265,29/06/2023 12:11,29/06/2023 12:24,IP Address,100,764,TRUE,29/06/2023 12:24,R_3h0B7KFrENcXQ7H,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,Greek,12,10,9,7,10,8,Yes,Yes,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile B,Profile B,Profile A,3,5,2,6,4,1,7,50,1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",2000 + conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,131847250,321221615,671954842,368096976,857672062,12.73333333,Woman
