"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1.2","Q2.1","Q2.2","Q2.3","Q2.4","Q2.5","Q2.6_1","Q2.6_2","Q2.6_3","Q2.6_4","Q2.6_5","Q3.1","Q3.2","Q3.3","Q3.4","Q3.5_1","Q3.5_2","Q3.5_3","Q3.5_4","Q3.6_1","Q3.6_2","Q3.6_3","Q3.6_4","1_Q5.2","2_Q5.2","3_Q5.2","4_Q5.2","5_Q5.2","Q7.1_1","Q7.1_2","Q7.1_3","Q7.1_4","Q7.1_5","Q7.1_6","Q7.1_7","investExtra1","profile1b","profile2b","profile3b","profile4b","profile5b","profile1a","profile2a","profile3a","profile4a","profile5a","seed1","seed2","seed3","seed4","seed5","minutes","AgeNum","Q6.8_10_aggregated","Q6.9_agg"
"258","2023-06-21 08:51:51","2023-06-21 09:24:01","IP Address","54",1929,"False","2023-06-28 09:24:03","R_1KvDiigMk8MqD98","email","EN","Consent to participate in this short survey","Post Doc","University","Other","Turkish","2",1,NA,NA,NA,NA,"Yes","Yes","Yes",NA,"No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure",NA,NA,NA,NA,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",NA,NA,NA,NA,"260268592","281183316","681648779","586229418","111909081",32.15,NA,"N/A","N/A"
"259","2023-06-29 07:03:29","2023-06-29 07:10:20","IP Address","100",411,"True","2023-06-29 07:10:22","R_2qmely8YsPhCTH6","email","EN","Consent to participate in this short survey","Researcher","Private Sector","United States","Spanish","8",6,10,10,8,7,"Do not know",NA,NA,NA,"Yes","Yes","No","No","Yes","Yes","Yes","No","Profile A","Profile A","Profile B","Profile A","Profile A","7","4","1","5","2","3","6",NA,"1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","317197055","459279411","457416994","840901462","287545733",6.85,37,"Gay","Man"
"260","2023-06-23 13:35:35","2023-06-23 13:43:39","IP Address","100",484,"True","2023-06-23 13:43:40","R_2uOlUdAa0OGEtgG","email","EN","Consent to participate in this short survey","Senior Faculty","University","Switzerland","Swiss","10",5,3,2,2,4,"Do not know",NA,NA,NA,"Yes","Yes","No","No","Yes","Yes","Yes","No","Profile A","Profile B","Profile A","Profile A","Profile B","6","3","1","2","5","4","7",NA,"500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","52230187","903223638","613991335","171447238","821072434",8.06666666666667,46,"Straight","Man"
"261","2023-06-29 18:04:10","2023-06-29 18:18:04","IP Address","29",833,"False","2023-07-06 18:18:05","R_324HjforA3v4PWk","email","EN","Consent to participate in this short survey","Student","University","Germany","N/A","1",3,4,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"911960587","868237505","120661","511608267","467461901",13.8833333333333,NA,"N/A","N/A"
"262","2023-06-29 19:27:56","2023-06-29 19:35:34","IP Address","100",457,"True","2023-06-29 19:35:36","R_x3ofqgidgNqfqvf","email","EN","Consent to participate in this short survey","Senior Faculty","University","United States","Belgian","0",NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","No","No","No","Yes","Yes","No","No","Profile A","Profile A","Profile B","Profile A","Profile B","1","6","3","5","7","4","2",NA,"1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","605588953","390717114","109850012","361801193","311130834",7.61666666666667,61,"Straight","Woman"
"263","2023-06-26 22:11:41","2023-06-26 22:21:00","IP Address","100",558,"True","2023-06-26 22:21:01","R_2cpgCmHuNpLyoeB","email","EN","Consent to participate in this short survey","Junior Faculty","University","Ireland","N/A","11",5,5,9,9,6,"Yes","Do not know",NA,NA,"Yes","No","No","No","Yes","Yes","No","No","Profile A","Profile A","Profile B","Profile B","Profile A","3","1","2","6","5","4","7","1000","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","337094630","442333468","820718809","866867121","706960534",9.3,NA,"Straight","Man"
"264","2023-06-28 16:27:08","2023-06-28 16:33:24","IP Address","100",376,"True","2023-06-28 16:33:26","R_1Oksle9fzzlG9BJ","email","EN","Consent to participate in this short survey","Post Doc","University","Switzerland","German","0",8,3,3,1,1,"Do not know",NA,NA,NA,"Yes","No","No","No","No","No","No","No","Profile B","Profile B","Profile A","Profile A","Profile B","2","6","1","4","5","3","7",NA,"1500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","405758908","850052665","840864489","316673533","679567438",6.26666666666667,30,"Straight","Man"
"265","2023-06-28 20:00:50","2023-06-29 09:16:30","IP Address","100",47739,"True","2023-06-29 09:16:31","R_1hRQO6tBSzyrBR6","email","EN","Consent to participate in this short survey","Senior Faculty","University","Italy","American","5",7,8,7,5,4,"Yes","Yes","Yes",NA,"Yes","Yes","No","No","Yes","No","No","No","Profile A","Profile B","Profile B","Profile A","Profile A","3","4","2","6","7","1","5","200","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","377150386","342660547","753321660","887667846","499495062",795.65,52,"Straight","Man"
"266","2023-06-29 17:57:52","2023-06-29 18:00:09","IP Address","54",137,"False","2023-07-06 18:00:14","R_2QtxqWF25UIHwN8","email","EN","Consent to participate in this short survey","Student","University","United States","N/A","0",0,5,5,5,5,"No",NA,NA,NA,"Yes","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure",NA,NA,NA,NA,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",NA,NA,NA,NA,"338272955","466578260","831488243","10489686","770284050",2.28333333333333,NA,"N/A","N/A"
"267","2023-06-20 19:51:57","2023-06-20 20:00:04","IP Address","100",486,"True","2023-06-20 20:00:05","R_bBDIukiKu8QCIWR","email","EN","Consent to participate in this short survey","Senior Faculty","University","Norway","American","14",8,8,8,8,8,"Do not know",NA,NA,NA,"Yes","Yes","No","No","Yes","No","No","No","Profile B","Profile A","Profile B","Profile A","Profile A","4","2","1","3","5","6","7",NA,"1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership","500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","369766371","270262102","64380391","811032463","186260186",8.1,66,"Straight","Man"
"268","2023-06-20 18:18:14","2023-06-20 18:19:59","IP Address","43",105,"False","2023-06-27 18:20:04","R_SMMJa5AFAd9MUvL","email","EN","Consent to participate in this short survey","Student","University","United Kingdom","Spanish","0",8,10,8,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"311895049","975749761","929456075","307346923","112102648",1.75,NA,"N/A","N/A"
"269","2023-07-09 09:09:51","2023-07-09 09:10:19","IP Address","7",27,"False","2023-07-16 09:10:22","R_DiVf8TZUO26Oitz","email","EN","Consent to participate in this short survey","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"545125511","653402445","598391290","31865518","744623641",0.45,NA,"N/A","N/A"
"270","2023-06-20 19:08:42","2023-06-20 19:15:43","IP Address","100",420,"True","2023-06-20 19:15:44","R_03eKxpmd2gYYCxb","email","EN","Consent to participate in this short survey","Senior Faculty","University","Germany","N/A","14",9,3,5,8,1,"Yes","Yes","No",NA,"Yes","Yes","No","No","Yes","No","No","No","Profile A","Profile B","Profile B","Profile B","Profile A","3","4","1","2","5","6","7","500","1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","262947949","902130068","540034832","36333751","848328849",7,NA,"N/A","Man"
"271","2023-06-29 20:36:56","2023-06-30 18:12:06","IP Address","100",77710,"True","2023-06-30 18:12:08","R_3ERT65cSaz0EFyB","email","EN","Consent to participate in this short survey","Senior Faculty","University","Canada","Canadian","3",8,5,4,3,5,"No",NA,NA,NA,"Yes","No","No","No","Yes","No","No","No","Profile B","Profile A","Profile B","Profile B","Profile B","3","2","1","4","5","6","7",NA,"2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","857472087","732602434","412841532","487471823","921201603",1295.16666666667,53,"Straight","Man"
"272","2023-06-29 18:48:57","2023-06-29 18:49:26","IP Address","21",29,"False","2023-07-06 18:49:28","R_2ZDP0ZOagUYEkbV","email","EN","Consent to participate in this short survey","Junior Faculty","University","United States","German","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165050250","613167666","484924203","868025101","345987997",0.483333333333333,NA,"N/A","N/A"
"273","2023-06-26 09:12:29","2023-06-26 09:30:44","IP Address","100",1095,"True","2023-06-26 09:30:46","R_2f2HTMCevuyuJC2","email","EN","Consent to participate in this short survey","Student","University","Belgium","Dutch","1",6,5,6,NA,NA,"Do not know",NA,NA,NA,"Yes","No","No","No","Yes","Yes","No","No","Profile A","Profile A","Profile B","Profile A","Profile A","5","3","4","7","1","2","6",NA,"500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","55983678","940639607","563827002","808322027","497139367",18.25,30,"Bisexual","Woman"
"274","2023-06-29 19:44:20","2023-06-29 19:48:43","IP Address","100",263,"True","2023-06-29 19:48:45","R_3EFofNJXk7KQ0Er","email","EN","Consent to participate in this short survey","Post Doc","University","Sweden","German","1",7,2,2,1,1,"Yes","No",NA,"No","Yes","No","No","No","Yes","No","No","No","Profile B","Profile A","Profile B","Profile B","Profile B","1","4","2","3","6","5","7","1000","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","619442678","255630193","337680605","845635144","138681701",4.38333333333333,29,"Straight","Man"
"275","2023-07-03 20:13:45","2023-07-03 20:20:25","IP Address","100",400,"True","2023-07-03 20:20:27","R_1mtlKkg8Lw2RZTZ","email","EN","Consent to participate in this short survey","Junior Faculty","University","Other","Other","8",8,8,8,NA,NA,"No",NA,NA,NA,"Yes","No","No","No","Yes","No","No","No","Profile A","Profile B","Profile B","Profile B","Profile B","4","6","1","2","7","3","5",NA,"1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","29996032","103424146","211875160","398566462","691998288",6.66666666666667,39,"Straight","Woman"
"276","2023-07-08 15:21:31","2023-07-08 15:26:28","IP Address","100",297,"True","2023-07-08 15:26:30","R_TqsvvQfqsgprYwp","email","EN","Consent to participate in this short survey","Senior Faculty","University","Netherlands","German","12",8,8,8,5,5,"Do not know",NA,NA,NA,"Yes","Yes","No","No","Yes","Yes","No","No","Profile B","Profile A","Profile A","Profile A","Profile B","4","5","1","6","7","2","3",NA,"1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","248584039","852551809","62379351","56479233","11954032",4.95,NA,"Straight","Woman"
"277","2023-06-30 23:30:29","2023-06-30 23:36:18","IP Address","100",348,"True","2023-06-30 23:36:19","R_eVZM0H6ff4luwIV","email","EN","Consent to participate in this short survey","Junior Faculty","University","United States","American","2",6,9,5,5,5,"No",NA,NA,NA,"Yes","Yes","No","No","Yes","No","No","No","Profile B","Profile B","Profile B","Profile A","Profile A","5","2","1","4","6","3","7",NA,"500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","139906041","380219342","70643385","643457688","470618063",5.8,41,"Straight","Man"
"278","2023-06-30 19:18:30","2023-06-30 19:30:10","IP Address","100",699,"True","2023-06-30 19:30:11","R_2U2Zs9G899CkDal","email","EN","Consent to participate in this short survey","Post Doc","University","Germany","German","0",9,NA,NA,NA,NA,"Do not know",NA,NA,NA,"Yes","Yes","No","No","Yes","Yes","No","No","Profile A","Profile A","Profile B","Profile B","Profile B","2","5","1","4","6","3","7",NA,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","126436324","938788797","256749087","59373034","549312403",11.65,29,"Straight","Man"
